,CandleTime,TriggeredChecker,TakenAction
0,2023-06-01 00:00:00+00:00,start_time_checker,SKIP
1,2023-06-01 00:15:00+00:00,start_time_checker,SKIP
2,2023-06-01 00:30:00+00:00,start_time_checker,SKIP
3,2023-06-01 00:45:00+00:00,start_time_checker,SKIP
4,2023-06-01 01:00:00+00:00,start_time_checker,SKIP
5,2023-06-01 01:15:00+00:00,start_time_checker,SKIP
6,2023-06-01 01:30:00+00:00,start_time_checker,SKIP
7,2023-06-01 01:45:00+00:00,start_time_checker,SKIP
8,2023-06-01 02:00:00+00:00,start_time_checker,SKIP
9,2023-06-01 02:15:00+00:00,start_time_checker,SKIP
10,2023-06-01 02:30:00+00:00,start_time_checker,SKIP
11,2023-06-01 02:45:00+00:00,start_time_checker,SKIP
12,2023-06-01 03:00:00+00:00,start_time_checker,SKIP
13,2023-06-01 03:15:00+00:00,start_time_checker,SKIP
14,2023-06-01 03:30:00+00:00,start_time_checker,SKIP
15,2023-06-01 03:45:00+00:00,start_time_checker,SKIP
16,2023-06-01 04:00:00+00:00,start_time_checker,SKIP
17,2023-06-01 04:15:00+00:00,start_time_checker,SKIP
18,2023-06-01 04:30:00+00:00,start_time_checker,SKIP
19,2023-06-01 04:45:00+00:00,start_time_checker,SKIP
20,2023-06-01 05:00:00+00:00,start_time_checker,SKIP
21,2023-06-01 05:15:00+00:00,start_time_checker,SKIP
22,2023-06-01 05:30:00+00:00,start_time_checker,SKIP
23,2023-06-01 05:45:00+00:00,start_time_checker,SKIP
445,2023-06-07 17:30:00+00:00,,
446,2023-06-07 17:45:00+00:00,,
447,2023-06-07 18:00:00+00:00,,
448,2023-06-07 18:15:00+00:00,,
449,2023-06-07 18:30:00+00:00,,
450,2023-06-07 18:45:00+00:00,,
451,2023-06-07 19:00:00+00:00,,
452,2023-06-07 19:15:00+00:00,,
453,2023-06-07 19:30:00+00:00,,
454,2023-06-07 19:45:00+00:00,,
455,2023-06-07 20:00:00+00:00,,
456,2023-06-07 20:15:00+00:00,,
457,2023-06-07 20:30:00+00:00,,
458,2023-06-07 20:45:00+00:00,,
459,2023-06-07 21:00:00+00:00,,
460,2023-06-07 22:00:00+00:00,,
461,2023-06-07 22:15:00+00:00,,
462,2023-06-07 22:30:00+00:00,,
463,2023-06-07 22:45:00+00:00,,
464,2023-06-07 23:00:00+00:00,end_time_checker,CLOSE 100%
465,2023-06-07 23:15:00+00:00,no_more_trades_time_checker,SKIP
466,2023-06-07 23:30:00+00:00,no_more_trades_time_checker,SKIP
467,2023-06-07 23:45:00+00:00,no_more_trades_time_checker,SKIP
468,2023-06-08 00:00:00+00:00,start_time_checker,SKIP
469,2023-06-08 00:15:00+00:00,start_time_checker,SKIP
470,2023-06-08 00:30:00+00:00,start_time_checker,SKIP
471,2023-06-08 00:45:00+00:00,start_time_checker,SKIP
472,2023-06-08 01:00:00+00:00,start_time_checker,SKIP
473,2023-06-08 01:15:00+00:00,start_time_checker,SKIP
474,2023-06-08 01:30:00+00:00,start_time_checker,SKIP
475,2023-06-08 01:45:00+00:00,start_time_checker,SKIP
476,2023-06-08 02:00:00+00:00,start_time_checker,SKIP
477,2023-06-08 02:15:00+00:00,start_time_checker,SKIP
478,2023-06-08 02:30:00+00:00,start_time_checker,SKIP
479,2023-06-08 02:45:00+00:00,start_time_checker,SKIP
480,2023-06-08 03:00:00+00:00,start_time_checker,SKIP
481,2023-06-08 03:15:00+00:00,start_time_checker,SKIP
482,2023-06-08 03:30:00+00:00,start_time_checker,SKIP
483,2023-06-08 03:45:00+00:00,start_time_checker,SKIP
484,2023-06-08 04:00:00+00:00,start_time_checker,SKIP
485,2023-06-08 04:15:00+00:00,start_time_checker,SKIP
486,2023-06-08 04:30:00+00:00,start_time_checker,SKIP
487,2023-06-08 04:45:00+00:00,start_time_checker,SKIP
488,2023-06-08 05:00:00+00:00,start_time_checker,SKIP
489,2023-06-08 05:15:00+00:00,start_time_checker,SKIP
490,2023-06-08 05:30:00+00:00,start_time_checker,SKIP
491,2023-06-08 05:45:00+00:00,start_time_checker,SKIP
492,2023-06-08 06:00:00+00:00,to_buy_order_1_checker,BUY 1%
493,2023-06-08 06:15:00+00:00,,
494,2023-06-08 06:30:00+00:00,,
495,2023-06-08 06:45:00+00:00,,
496,2023-06-08 07:00:00+00:00,,
497,2023-06-08 07:15:00+00:00,,
498,2023-06-08 07:30:00+00:00,,
499,2023-06-08 07:45:00+00:00,,
500,2023-06-08 08:00:00+00:00,,
501,2023-06-08 08:15:00+00:00,,
502,2023-06-08 08:30:00+00:00,,
503,2023-06-08 08:45:00+00:00,,
504,2023-06-08 09:00:00+00:00,,
505,2023-06-08 09:15:00+00:00,,
506,2023-06-08 09:30:00+00:00,,
507,2023-06-08 09:45:00+00:00,,
508,2023-06-08 10:00:00+00:00,,
509,2023-06-08 10:15:00+00:00,,
510,2023-06-08 10:30:00+00:00,,
511,2023-06-08 10:45:00+00:00,,
512,2023-06-08 11:00:00+00:00,,
513,2023-06-08 11:15:00+00:00,,
514,2023-06-08 11:30:00+00:00,,
515,2023-06-08 11:45:00+00:00,,
516,2023-06-08 12:00:00+00:00,,
517,2023-06-08 12:15:00+00:00,,
518,2023-06-08 12:30:00+00:00,,
519,2023-06-08 12:45:00+00:00,,
520,2023-06-08 13:00:00+00:00,,
521,2023-06-08 13:15:00+00:00,,
522,2023-06-08 13:30:00+00:00,,
523,2023-06-08 13:45:00+00:00,,
524,2023-06-08 14:00:00+00:00,,
525,2023-06-08 14:15:00+00:00,,
526,2023-06-08 14:30:00+00:00,,
527,2023-06-08 14:45:00+00:00,,
528,2023-06-08 15:00:00+00:00,,
529,2023-06-08 15:15:00+00:00,,
530,2023-06-08 15:30:00+00:00,,
531,2023-06-08 15:45:00+00:00,,
532,2023-06-08 16:00:00+00:00,,
533,2023-06-08 16:15:00+00:00,,
534,2023-06-08 16:30:00+00:00,,
535,2023-06-08 16:45:00+00:00,,
536,2023-06-08 17:00:00+00:00,,
537,2023-06-08 17:15:00+00:00,,
538,2023-06-08 17:30:00+00:00,,
539,2023-06-08 17:45:00+00:00,,
540,2023-06-08 18:00:00+00:00,,
541,2023-06-08 18:15:00+00:00,,
542,2023-06-08 18:30:00+00:00,,
543,2023-06-08 18:45:00+00:00,,
544,2023-06-08 19:00:00+00:00,,
545,2023-06-08 19:15:00+00:00,,
546,2023-06-08 19:30:00+00:00,,
547,2023-06-08 19:45:00+00:00,,
548,2023-06-08 20:00:00+00:00,,
549,2023-06-08 20:15:00+00:00,,
550,2023-06-08 20:30:00+00:00,,
551,2023-06-08 20:45:00+00:00,,
552,2023-06-08 21:00:00+00:00,,
553,2023-06-08 22:00:00+00:00,,
554,2023-06-08 22:15:00+00:00,,
555,2023-06-08 22:30:00+00:00,,
556,2023-06-08 22:45:00+00:00,,
557,2023-06-08 23:00:00+00:00,end_time_checker,CLOSE 100%
558,2023-06-08 23:15:00+00:00,no_more_trades_time_checker,SKIP
559,2023-06-08 23:30:00+00:00,no_more_trades_time_checker,SKIP
560,2023-06-08 23:45:00+00:00,no_more_trades_time_checker,SKIP
561,2023-06-09 00:00:00+00:00,start_time_checker,SKIP
562,2023-06-09 00:15:00+00:00,start_time_checker,SKIP
563,2023-06-09 00:30:00+00:00,start_time_checker,SKIP
564,2023-06-09 00:45:00+00:00,start_time_checker,SKIP
565,2023-06-09 01:00:00+00:00,start_time_checker,SKIP
566,2023-06-09 01:15:00+00:00,start_time_checker,SKIP
567,2023-06-09 01:30:00+00:00,start_time_checker,SKIP
568,2023-06-09 01:45:00+00:00,start_time_checker,SKIP
569,2023-06-09 02:00:00+00:00,start_time_checker,SKIP
570,2023-06-09 02:15:00+00:00,start_time_checker,SKIP
571,2023-06-09 02:30:00+00:00,start_time_checker,SKIP
572,2023-06-09 02:45:00+00:00,start_time_checker,SKIP
573,2023-06-09 03:00:00+00:00,start_time_checker,SKIP
574,2023-06-09 03:15:00+00:00,start_time_checker,SKIP
575,2023-06-09 03:30:00+00:00,start_time_checker,SKIP
576,2023-06-09 03:45:00+00:00,start_time_checker,SKIP
577,2023-06-09 04:00:00+00:00,start_time_checker,SKIP
578,2023-06-09 04:15:00+00:00,start_time_checker,SKIP
579,2023-06-09 04:30:00+00:00,start_time_checker,SKIP
580,2023-06-09 04:45:00+00:00,start_time_checker,SKIP
581,2023-06-09 05:00:00+00:00,start_time_checker,SKIP
582,2023-06-09 05:15:00+00:00,start_time_checker,SKIP
583,2023-06-09 05:30:00+00:00,start_time_checker,SKIP
584,2023-06-09 05:45:00+00:00,start_time_checker,SKIP
585,2023-06-09 06:00:00+00:00,,
586,2023-06-09 06:15:00+00:00,,
587,2023-06-09 06:30:00+00:00,,
588,2023-06-09 06:45:00+00:00,,
589,2023-06-09 07:00:00+00:00,,
590,2023-06-09 07:15:00+00:00,,
591,2023-06-09 07:30:00+00:00,,
592,2023-06-09 07:45:00+00:00,,
593,2023-06-09 08:00:00+00:00,,
594,2023-06-09 08:15:00+00:00,,
595,2023-06-09 08:30:00+00:00,,
596,2023-06-09 08:45:00+00:00,,
597,2023-06-09 09:00:00+00:00,,
598,2023-06-09 09:15:00+00:00,,
599,2023-06-09 09:30:00+00:00,,
600,2023-06-09 09:45:00+00:00,,
601,2023-06-09 10:00:00+00:00,,
602,2023-06-09 10:15:00+00:00,,
603,2023-06-09 10:30:00+00:00,,
604,2023-06-09 10:45:00+00:00,,
605,2023-06-09 11:00:00+00:00,,
606,2023-06-09 11:15:00+00:00,,
607,2023-06-09 11:30:00+00:00,,
608,2023-06-09 11:45:00+00:00,,
609,2023-06-09 12:00:00+00:00,to_sell_order_1_checker,SELL 1%
610,2023-06-09 12:15:00+00:00,,
611,2023-06-09 12:30:00+00:00,,
612,2023-06-09 12:45:00+00:00,,
613,2023-06-09 13:00:00+00:00,,
614,2023-06-09 13:15:00+00:00,,
615,2023-06-09 13:30:00+00:00,,
616,2023-06-09 13:45:00+00:00,,
617,2023-06-09 14:00:00+00:00,,
618,2023-06-09 14:15:00+00:00,,
619,2023-06-09 14:30:00+00:00,,
620,2023-06-09 14:45:00+00:00,,
621,2023-06-09 15:00:00+00:00,,
622,2023-06-09 15:15:00+00:00,,
623,2023-06-09 15:30:00+00:00,,
624,2023-06-09 15:45:00+00:00,,
625,2023-06-09 16:00:00+00:00,,
626,2023-06-09 16:15:00+00:00,,
627,2023-06-09 16:30:00+00:00,,
628,2023-06-09 16:45:00+00:00,,
629,2023-06-09 17:00:00+00:00,,
630,2023-06-09 17:15:00+00:00,,
631,2023-06-09 17:30:00+00:00,,
632,2023-06-09 17:45:00+00:00,,
633,2023-06-09 18:00:00+00:00,,
634,2023-06-09 18:15:00+00:00,,
635,2023-06-09 18:30:00+00:00,,
636,2023-06-09 18:45:00+00:00,,
637,2023-06-09 19:15:00+00:00,,
638,2023-06-09 19:30:00+00:00,,
639,2023-06-09 19:45:00+00:00,,
640,2023-06-09 20:15:00+00:00,,
641,2023-06-09 20:30:00+00:00,,
642,2023-06-09 20:45:00+00:00,,
643,2023-06-09 21:00:00+00:00,,
644,2023-06-11 19:00:00+00:00,,
645,2023-06-11 20:00:00+00:00,,
646,2023-06-11 21:00:00+00:00,,
647,2023-06-11 22:00:00+00:00,,
648,2023-06-11 22:15:00+00:00,,
649,2023-06-11 22:30:00+00:00,,
650,2023-06-11 22:45:00+00:00,,
651,2023-06-11 23:00:00+00:00,end_time_checker,CLOSE 100%
652,2023-06-11 23:15:00+00:00,no_more_trades_time_checker,SKIP
653,2023-06-11 23:30:00+00:00,no_more_trades_time_checker,SKIP
654,2023-06-11 23:45:00+00:00,no_more_trades_time_checker,SKIP
655,2023-06-12 00:00:00+00:00,start_time_checker,SKIP
656,2023-06-12 00:15:00+00:00,start_time_checker,SKIP
657,2023-06-12 00:30:00+00:00,start_time_checker,SKIP
658,2023-06-12 00:45:00+00:00,start_time_checker,SKIP
659,2023-06-12 01:00:00+00:00,start_time_checker,SKIP
660,2023-06-12 01:15:00+00:00,start_time_checker,SKIP
661,2023-06-12 01:30:00+00:00,start_time_checker,SKIP
662,2023-06-12 01:45:00+00:00,start_time_checker,SKIP
663,2023-06-12 02:00:00+00:00,start_time_checker,SKIP
664,2023-06-12 02:15:00+00:00,start_time_checker,SKIP
665,2023-06-12 02:30:00+00:00,start_time_checker,SKIP
666,2023-06-12 02:45:00+00:00,start_time_checker,SKIP
667,2023-06-12 03:00:00+00:00,start_time_checker,SKIP
668,2023-06-12 03:15:00+00:00,start_time_checker,SKIP
669,2023-06-12 03:30:00+00:00,start_time_checker,SKIP
670,2023-06-12 03:45:00+00:00,start_time_checker,SKIP
671,2023-06-12 04:00:00+00:00,start_time_checker,SKIP
672,2023-06-12 04:15:00+00:00,start_time_checker,SKIP
673,2023-06-12 04:30:00+00:00,start_time_checker,SKIP
674,2023-06-12 04:45:00+00:00,start_time_checker,SKIP
675,2023-06-12 05:00:00+00:00,start_time_checker,SKIP
676,2023-06-12 05:15:00+00:00,start_time_checker,SKIP
677,2023-06-12 05:30:00+00:00,start_time_checker,SKIP
678,2023-06-12 05:45:00+00:00,start_time_checker,SKIP
679,2023-06-12 06:00:00+00:00,to_buy_order_1_checker,BUY 1%
680,2023-06-12 06:15:00+00:00,,
681,2023-06-12 06:30:00+00:00,,
682,2023-06-12 06:45:00+00:00,,
683,2023-06-12 07:00:00+00:00,,
684,2023-06-12 07:15:00+00:00,,
685,2023-06-12 07:30:00+00:00,,
686,2023-06-12 07:45:00+00:00,,
687,2023-06-12 08:00:00+00:00,,
688,2023-06-12 08:15:00+00:00,,
689,2023-06-12 08:30:00+00:00,,
690,2023-06-12 08:45:00+00:00,,
691,2023-06-12 09:00:00+00:00,,
692,2023-06-12 09:15:00+00:00,,
693,2023-06-12 09:30:00+00:00,,
694,2023-06-12 09:45:00+00:00,,
695,2023-06-12 10:00:00+00:00,,
696,2023-06-12 10:15:00+00:00,,
697,2023-06-12 10:30:00+00:00,,
698,2023-06-12 10:45:00+00:00,,
699,2023-06-12 11:00:00+00:00,,
700,2023-06-12 11:15:00+00:00,,
701,2023-06-12 11:30:00+00:00,,
702,2023-06-12 11:45:00+00:00,,
703,2023-06-12 12:00:00+00:00,,
704,2023-06-12 12:15:00+00:00,,
705,2023-06-12 12:30:00+00:00,,
706,2023-06-12 12:45:00+00:00,,
707,2023-06-12 13:00:00+00:00,,
708,2023-06-12 13:15:00+00:00,,
709,2023-06-12 13:30:00+00:00,,
710,2023-06-12 13:45:00+00:00,,
711,2023-06-12 14:00:00+00:00,,
712,2023-06-12 14:15:00+00:00,,
713,2023-06-12 14:30:00+00:00,,
714,2023-06-12 14:45:00+00:00,,
715,2023-06-12 15:00:00+00:00,,
716,2023-06-12 15:15:00+00:00,,
717,2023-06-12 15:30:00+00:00,,
718,2023-06-12 15:45:00+00:00,,
719,2023-06-12 16:00:00+00:00,,
720,2023-06-12 16:15:00+00:00,,
721,2023-06-12 16:30:00+00:00,,
722,2023-06-12 16:45:00+00:00,,
723,2023-06-12 17:00:00+00:00,,
724,2023-06-12 17:15:00+00:00,,
725,2023-06-12 17:30:00+00:00,,
726,2023-06-12 17:45:00+00:00,,
727,2023-06-12 18:00:00+00:00,,
728,2023-06-12 18:15:00+00:00,,
729,2023-06-12 18:30:00+00:00,,
730,2023-06-12 18:45:00+00:00,,
731,2023-06-12 19:00:00+00:00,,
732,2023-06-12 19:15:00+00:00,,
733,2023-06-12 19:30:00+00:00,,
734,2023-06-12 19:45:00+00:00,,
735,2023-06-12 20:00:00+00:00,,
736,2023-06-12 20:15:00+00:00,,
737,2023-06-12 20:30:00+00:00,,
738,2023-06-12 20:45:00+00:00,,
739,2023-06-12 21:00:00+00:00,,
740,2023-06-12 22:00:00+00:00,,
741,2023-06-12 22:15:00+00:00,,
742,2023-06-12 22:30:00+00:00,,
743,2023-06-12 22:45:00+00:00,,
744,2023-06-12 23:00:00+00:00,end_time_checker,CLOSE 100%
745,2023-06-12 23:15:00+00:00,no_more_trades_time_checker,SKIP
746,2023-06-12 23:30:00+00:00,no_more_trades_time_checker,SKIP
747,2023-06-12 23:45:00+00:00,no_more_trades_time_checker,SKIP
748,2023-06-13 00:00:00+00:00,start_time_checker,SKIP
749,2023-06-13 00:15:00+00:00,start_time_checker,SKIP
750,2023-06-13 00:30:00+00:00,start_time_checker,SKIP
751,2023-06-13 00:45:00+00:00,start_time_checker,SKIP
752,2023-06-13 01:00:00+00:00,start_time_checker,SKIP
753,2023-06-13 01:15:00+00:00,start_time_checker,SKIP
754,2023-06-13 01:30:00+00:00,start_time_checker,SKIP
755,2023-06-13 01:45:00+00:00,start_time_checker,SKIP
756,2023-06-13 02:00:00+00:00,start_time_checker,SKIP
757,2023-06-13 02:15:00+00:00,start_time_checker,SKIP
758,2023-06-13 02:30:00+00:00,start_time_checker,SKIP
759,2023-06-13 02:45:00+00:00,start_time_checker,SKIP
760,2023-06-13 03:00:00+00:00,start_time_checker,SKIP
761,2023-06-13 03:15:00+00:00,start_time_checker,SKIP
762,2023-06-13 03:30:00+00:00,start_time_checker,SKIP
763,2023-06-13 03:45:00+00:00,start_time_checker,SKIP
764,2023-06-13 04:00:00+00:00,start_time_checker,SKIP
765,2023-06-13 04:15:00+00:00,start_time_checker,SKIP
766,2023-06-13 04:30:00+00:00,start_time_checker,SKIP
767,2023-06-13 04:45:00+00:00,start_time_checker,SKIP
768,2023-06-13 05:00:00+00:00,start_time_checker,SKIP
769,2023-06-13 05:15:00+00:00,start_time_checker,SKIP
770,2023-06-13 05:30:00+00:00,start_time_checker,SKIP
771,2023-06-13 05:45:00+00:00,start_time_checker,SKIP
772,2023-06-13 06:00:00+00:00,,
773,2023-06-13 06:15:00+00:00,to_sell_order_1_checker,SELL 1%
774,2023-06-13 06:30:00+00:00,,
775,2023-06-13 06:45:00+00:00,,
776,2023-06-13 07:00:00+00:00,,
777,2023-06-13 07:15:00+00:00,,
778,2023-06-13 07:30:00+00:00,,
779,2023-06-13 07:45:00+00:00,,
780,2023-06-13 08:00:00+00:00,,
781,2023-06-13 08:15:00+00:00,,
782,2023-06-13 08:30:00+00:00,,
783,2023-06-13 08:45:00+00:00,,
784,2023-06-13 09:00:00+00:00,,
785,2023-06-13 09:15:00+00:00,,
786,2023-06-13 09:30:00+00:00,,
787,2023-06-13 09:45:00+00:00,,
788,2023-06-13 10:00:00+00:00,,
789,2023-06-13 10:15:00+00:00,,
790,2023-06-13 10:30:00+00:00,,
791,2023-06-13 10:45:00+00:00,,
792,2023-06-13 11:00:00+00:00,,
793,2023-06-13 11:15:00+00:00,,
794,2023-06-13 11:30:00+00:00,,
795,2023-06-13 11:45:00+00:00,,
796,2023-06-13 12:00:00+00:00,,
797,2023-06-13 12:15:00+00:00,,
798,2023-06-13 12:30:00+00:00,,
799,2023-06-13 12:45:00+00:00,,
800,2023-06-13 13:00:00+00:00,,
801,2023-06-13 13:15:00+00:00,,
802,2023-06-13 13:30:00+00:00,,
803,2023-06-13 13:45:00+00:00,,
804,2023-06-13 14:00:00+00:00,,
805,2023-06-13 14:15:00+00:00,,
806,2023-06-13 14:30:00+00:00,,
807,2023-06-13 14:45:00+00:00,,
808,2023-06-13 15:00:00+00:00,,
809,2023-06-13 15:15:00+00:00,,
810,2023-06-13 15:30:00+00:00,,
811,2023-06-13 15:45:00+00:00,,
812,2023-06-13 16:00:00+00:00,,
813,2023-06-13 16:15:00+00:00,,
814,2023-06-13 16:30:00+00:00,,
815,2023-06-13 16:45:00+00:00,,
816,2023-06-13 17:00:00+00:00,,
817,2023-06-13 17:15:00+00:00,,
818,2023-06-13 17:30:00+00:00,,
819,2023-06-13 17:45:00+00:00,,
820,2023-06-13 18:00:00+00:00,,
821,2023-06-13 18:15:00+00:00,,
822,2023-06-13 18:30:00+00:00,,
823,2023-06-13 18:45:00+00:00,,
824,2023-06-13 19:00:00+00:00,,
825,2023-06-13 19:15:00+00:00,,
826,2023-06-13 19:30:00+00:00,,
827,2023-06-13 19:45:00+00:00,,
828,2023-06-13 20:00:00+00:00,,
829,2023-06-13 20:15:00+00:00,,
830,2023-06-13 20:30:00+00:00,,
831,2023-06-13 20:45:00+00:00,,
832,2023-06-13 21:00:00+00:00,,
833,2023-06-13 22:00:00+00:00,,
834,2023-06-13 22:15:00+00:00,,
835,2023-06-13 22:30:00+00:00,,
836,2023-06-13 22:45:00+00:00,,
837,2023-06-13 23:00:00+00:00,end_time_checker,CLOSE 100%
838,2023-06-13 23:15:00+00:00,no_more_trades_time_checker,SKIP
839,2023-06-13 23:30:00+00:00,no_more_trades_time_checker,SKIP
840,2023-06-13 23:45:00+00:00,no_more_trades_time_checker,SKIP
